,model,environment,episode,round,state,action,reward,done
4849,QLearningCS,MountainCar-v0,10,220,[ 0.24405761 -0.01203384],1,-1.0,False
4850,QLearningCS,MountainCar-v0,10,221,[ 0.23016447 -0.01389315],0,-1.0,False
4851,QLearningCS,MountainCar-v0,10,222,[ 0.21334398 -0.01682048],0,-1.0,False
4852,QLearningCS,MountainCar-v0,10,223,[ 0.19351831 -0.01982567],1,-1.0,False
4853,QLearningCS,MountainCar-v0,10,224,[ 0.17160225 -0.02191607],1,-1.0,False
4854,QLearningCS,MountainCar-v0,10,225,[ 0.1475102  -0.02409204],2,-1.0,False
4855,QLearningCS,MountainCar-v0,10,226,[ 0.12215899 -0.02535122],0,-1.0,False
4856,QLearningCS,MountainCar-v0,10,227,[ 0.09347378 -0.0286852 ],0,-1.0,False
4857,QLearningCS,MountainCar-v0,10,228,[ 0.06138624 -0.03208755],2,-1.0,False
4858,QLearningCS,MountainCar-v0,10,229,[ 0.02784096 -0.03354528],0,-1.0,False
4859,QLearningCS,MountainCar-v0,10,230,[-0.0091956  -0.03703656],1,-1.0,False
4860,QLearningCS,MountainCar-v0,10,231,[-0.04873122 -0.03953561],2,-1.0,False
4861,QLearningCS,MountainCar-v0,10,232,[-0.08974016 -0.04100894],0,-1.0,False
4862,QLearningCS,MountainCar-v0,10,233,[-0.13415904 -0.04441889],1,-1.0,False
4863,QLearningCS,MountainCar-v0,10,234,[-0.18087818 -0.04671912],2,-1.0,False
4864,QLearningCS,MountainCar-v0,10,235,[-0.22873817 -0.04786   ],2,-1.0,False
4865,QLearningCS,MountainCar-v0,10,236,[-0.2775323  -0.04879413],0,-1.0,False
4866,QLearningCS,MountainCar-v0,10,237,[-0.32900882 -0.05147652],1,-1.0,False
4867,QLearningCS,MountainCar-v0,10,238,[-0.38186327 -0.05285445],0,-1.0,False
4868,QLearningCS,MountainCar-v0,10,239,[-0.436749   -0.05488573],0,-1.0,False
4869,QLearningCS,MountainCar-v0,10,240,[-0.49327874 -0.05652975],0,-1.0,False
4870,QLearningCS,MountainCar-v0,10,241,[-0.5510356  -0.05775684],0,-1.0,False
4871,QLearningCS,MountainCar-v0,10,242,[-0.6095869 -0.0585513],0,-1.0,False
4872,QLearningCS,MountainCar-v0,10,243,[-0.6685004  -0.05891351],0,-1.0,False
4873,QLearningCS,MountainCar-v0,10,244,[-0.7273611  -0.05886066],0,-1.0,False
4874,QLearningCS,MountainCar-v0,10,245,[-0.7857869  -0.05842585],0,-1.0,False
4875,QLearningCS,MountainCar-v0,10,246,[-0.8434429  -0.05765603],0,-1.0,False
4876,QLearningCS,MountainCar-v0,10,247,[-0.90005165 -0.05660872],1,-1.0,False
4877,QLearningCS,MountainCar-v0,10,248,[-0.9544     -0.05434837],0,-1.0,False
4878,QLearningCS,MountainCar-v0,10,249,[-1.0073446  -0.05294463],0,-1.0,False
4879,QLearningCS,MountainCar-v0,10,250,[-1.0588071  -0.05146247],0,-1.0,False
4880,QLearningCS,MountainCar-v0,10,251,[-1.1087711  -0.04996399],0,-1.0,False
4881,QLearningCS,MountainCar-v0,10,252,[-1.1572776  -0.04850652],0,-1.0,False
4882,QLearningCS,MountainCar-v0,10,253,[-1.2  0. ],1,-1.0,False
4883,QLearningCS,MountainCar-v0,10,254,[-1.1977581  0.0022419],1,-1.0,False
4884,QLearningCS,MountainCar-v0,10,255,[-1.1932669   0.00449118],2,-1.0,False
4885,QLearningCS,MountainCar-v0,10,256,[-1.185512    0.00775497],1,-1.0,False
4886,QLearningCS,MountainCar-v0,10,257,[-1.1754692   0.01004281],1,-1.0,False
4887,QLearningCS,MountainCar-v0,10,258,[-1.1631092   0.01235998],1,-1.0,False
4888,QLearningCS,MountainCar-v0,10,259,[-1.1483988   0.01471035],0,-1.0,False
4889,QLearningCS,MountainCar-v0,10,260,[-1.1323028   0.01609601],0,-1.0,False
4890,QLearningCS,MountainCar-v0,10,261,[-1.1147878   0.01751497],0,-1.0,False
4891,QLearningCS,MountainCar-v0,10,262,[-1.0958241   0.01896375],2,-1.0,False
4892,QLearningCS,MountainCar-v0,10,263,[-1.0733869  0.0224372],2,-1.0,False
4893,QLearningCS,MountainCar-v0,10,264,[-1.0474573   0.02592949],0,-1.0,False
4894,QLearningCS,MountainCar-v0,10,265,[-1.0200279   0.02742949],1,-1.0,False
4895,QLearningCS,MountainCar-v0,10,266,[-0.9901067   0.02992119],0,-1.0,False
4896,QLearningCS,MountainCar-v0,10,267,[-0.9587221   0.03138461],0,-1.0,False
4897,QLearningCS,MountainCar-v0,10,268,[-0.925925    0.03279706],1,-1.0,False
4898,QLearningCS,MountainCar-v0,10,269,[-0.8907916   0.03513343],0,-1.0,False
4899,QLearningCS,MountainCar-v0,10,270,[-0.85442835  0.03636323],0,-1.0,False
4900,QLearningCS,MountainCar-v0,10,271,[-0.81697166  0.0374567 ],0,-1.0,False
4901,QLearningCS,MountainCar-v0,10,272,[-0.77858794  0.03838374],0,-1.0,False
4902,QLearningCS,MountainCar-v0,10,273,[-0.7394729   0.03911502],1,-1.0,False
4903,QLearningCS,MountainCar-v0,10,274,[-0.6988497   0.04062325],1,-1.0,False
4904,QLearningCS,MountainCar-v0,10,275,[-0.65697175  0.04187791],2,-1.0,False
4905,QLearningCS,MountainCar-v0,10,276,[-0.61312     0.04385173],2,-1.0,False
4906,QLearningCS,MountainCar-v0,10,277,[-0.5676049  0.0455151],2,-1.0,False
4907,QLearningCS,MountainCar-v0,10,278,[-0.5207607   0.04684419],2,-1.0,False
4908,QLearningCS,MountainCar-v0,10,279,[-0.47293782  0.0478229 ],2,-1.0,False
4909,QLearningCS,MountainCar-v0,10,280,[-0.42449343  0.04844441],1,-1.0,False
4910,QLearningCS,MountainCar-v0,10,281,[-0.3767814   0.04771202],1,-1.0,False
4911,QLearningCS,MountainCar-v0,10,282,[-0.33013526  0.04664615],2,-1.0,False
4912,QLearningCS,MountainCar-v0,10,283,[-0.28386     0.04627527],1,-1.0,False
4913,QLearningCS,MountainCar-v0,10,284,[-0.2392317   0.04462828],1,-1.0,False
4914,QLearningCS,MountainCar-v0,10,285,[-0.19648673  0.04274498],2,-1.0,False
4915,QLearningCS,MountainCar-v0,10,286,[-0.15481986  0.04166687],2,-1.0,False
4916,QLearningCS,MountainCar-v0,10,287,[-0.11438815  0.04043171],2,-1.0,False
4917,QLearningCS,MountainCar-v0,10,288,[-0.07531067  0.03907748],2,-1.0,False
4918,QLearningCS,MountainCar-v0,10,289,[-0.03766966  0.03764101],2,-1.0,False
4919,QLearningCS,MountainCar-v0,10,290,[-0.0015127   0.03615696],2,-1.0,False
4920,QLearningCS,MountainCar-v0,10,291,[0.03314428 0.03465698],2,-1.0,False
4921,QLearningCS,MountainCar-v0,10,292,[0.06631362 0.03316933],2,-1.0,False
4922,QLearningCS,MountainCar-v0,10,293,[0.09803226 0.03171864],2,-1.0,False
4923,QLearningCS,MountainCar-v0,10,294,[0.12835823 0.03032598],1,-1.0,False
4924,QLearningCS,MountainCar-v0,10,295,[0.15636729 0.02800906],1,-1.0,False
4925,QLearningCS,MountainCar-v0,10,296,[0.18214642 0.02577912],1,-1.0,False
4926,QLearningCS,MountainCar-v0,10,297,[0.20578958 0.02364317],1,-1.0,False
4927,QLearningCS,MountainCar-v0,10,298,[0.22739424 0.02160466],1,-1.0,False
4928,QLearningCS,MountainCar-v0,10,299,[0.24705839 0.01966416],1,-1.0,False
4929,QLearningCS,MountainCar-v0,10,300,[0.26487836 0.01781997],1,-1.0,False
4930,QLearningCS,MountainCar-v0,10,301,[0.28094697 0.01606861],1,-1.0,False
4931,QLearningCS,MountainCar-v0,10,302,[0.29535222 0.01440525],0,-1.0,False
4932,QLearningCS,MountainCar-v0,10,303,[0.3071763  0.01182407],0,-1.0,False
4933,QLearningCS,MountainCar-v0,10,304,[0.31648883 0.00931256],0,-1.0,False
4934,QLearningCS,MountainCar-v0,10,305,[0.3233461  0.00685727],0,-1.0,False
4935,QLearningCS,MountainCar-v0,10,306,[0.3277902 0.0044441],2,-1.0,False
4936,QLearningCS,MountainCar-v0,10,307,[0.33184877 0.00405855],2,-1.0,False
4937,QLearningCS,MountainCar-v0,10,308,[0.33554718 0.00369844],2,-1.0,False
4938,QLearningCS,MountainCar-v0,10,309,[0.33890888 0.00336168],2,-1.0,False
4939,QLearningCS,MountainCar-v0,10,310,[0.34195518 0.0030463 ],0,-1.0,False
4940,QLearningCS,MountainCar-v0,10,311,[0.34270558 0.0007504 ],2,-1.0,False
4941,QLearningCS,MountainCar-v0,10,312,[0.3431649  0.00045932],0,-1.0,False
4942,QLearningCS,MountainCar-v0,10,313,[ 0.3413361  -0.00182881],0,-1.0,False
4943,QLearningCS,MountainCar-v0,10,314,[ 0.3372074  -0.00412867],2,-1.0,False
4944,QLearningCS,MountainCar-v0,10,315,[ 0.33275253 -0.00445489],0,-1.0,False
4945,QLearningCS,MountainCar-v0,10,316,[ 0.32594323 -0.00680931],2,-1.0,False
4946,QLearningCS,MountainCar-v0,10,317,[ 0.31873685 -0.00720637],2,-1.0,False
4947,QLearningCS,MountainCar-v0,10,318,[ 0.31108895 -0.00764792],0,-1.0,False
4948,QLearningCS,MountainCar-v0,10,319,[ 0.300953   -0.01013595],0,-1.0,False
4949,QLearningCS,MountainCar-v0,10,320,[ 0.28826863 -0.01268437],0,-1.0,False
4950,QLearningCS,MountainCar-v0,10,321,[ 0.27296227 -0.01530634],2,-1.0,False
4951,QLearningCS,MountainCar-v0,10,322,[ 0.25694835 -0.01601392],2,-1.0,False
4952,QLearningCS,MountainCar-v0,10,323,[ 0.24014112 -0.01680723],0,-1.0,False
4953,QLearningCS,MountainCar-v0,10,324,[ 0.22045508 -0.01968605],2,-1.0,False
4954,QLearningCS,MountainCar-v0,10,325,[ 0.19979616 -0.02065893],1,-1.0,False
4955,QLearningCS,MountainCar-v0,10,326,[ 0.17707302 -0.02272313],0,-1.0,False
4956,QLearningCS,MountainCar-v0,10,327,[ 0.15119441 -0.02587861],1,-1.0,False
4957,QLearningCS,MountainCar-v0,10,328,[ 0.12306859 -0.02812582],0,-1.0,False
4958,QLearningCS,MountainCar-v0,10,329,[ 0.09161124 -0.03145735],0,-1.0,False
4959,QLearningCS,MountainCar-v0,10,330,[ 0.05674772 -0.03486353],1,-1.0,False
4960,QLearningCS,MountainCar-v0,10,331,[ 0.01942033 -0.03732739],2,-1.0,False
4961,QLearningCS,MountainCar-v0,10,332,[-0.01940282 -0.03882315],0,-1.0,False
4962,QLearningCS,MountainCar-v0,10,333,[-0.06172173 -0.04231891],1,-1.0,False
4963,QLearningCS,MountainCar-v0,10,334,[-0.1064979  -0.04477618],2,-1.0,False
4964,QLearningCS,MountainCar-v0,10,335,[-0.15264757 -0.04614966],2,-1.0,False
4965,QLearningCS,MountainCar-v0,10,336,[-0.20003964 -0.04739207],2,-1.0,False
4966,QLearningCS,MountainCar-v0,10,337,[-0.24849488 -0.04845524],1,-1.0,False
4967,QLearningCS,MountainCar-v0,10,338,[-0.29878703 -0.05029214],1,-1.0,False
4968,QLearningCS,MountainCar-v0,10,339,[-0.3506403  -0.05185328],0,-1.0,False
4969,QLearningCS,MountainCar-v0,10,340,[-0.40473333 -0.05409304],0,-1.0,False
4970,QLearningCS,MountainCar-v0,10,341,[-0.4606991  -0.05596576],0,-1.0,False
4971,QLearningCS,MountainCar-v0,10,342,[-0.5181338  -0.05743471],0,-1.0,False
4972,QLearningCS,MountainCar-v0,10,343,[-0.5766095 -0.0584757],0,-1.0,False
4973,QLearningCS,MountainCar-v0,10,344,[-0.6356893  -0.05907979],0,-1.0,False
4974,QLearningCS,MountainCar-v0,10,345,[-0.69494414 -0.05925487],0,-1.0,False
4975,QLearningCS,MountainCar-v0,10,346,[-0.7539698  -0.05902563],0,-1.0,False
4976,QLearningCS,MountainCar-v0,10,347,[-0.81240195 -0.05843214],1,-1.0,False
4977,QLearningCS,MountainCar-v0,10,348,[-0.868929   -0.05652712],1,-1.0,False
4978,QLearningCS,MountainCar-v0,10,349,[-0.9233052 -0.0543762],0,-1.0,False
4979,QLearningCS,MountainCar-v0,10,350,[-0.97635216 -0.0530469 ],0,-1.0,False
4980,QLearningCS,MountainCar-v0,10,351,[-1.0279553  -0.05160315],0,-1.0,False
4981,QLearningCS,MountainCar-v0,10,352,[-1.0780627  -0.05010732],0,-1.0,False
4982,QLearningCS,MountainCar-v0,10,353,[-1.1266806  -0.04861802],1,-1.0,False
4983,QLearningCS,MountainCar-v0,10,354,[-1.1728693  -0.04618876],2,-1.0,False
4984,QLearningCS,MountainCar-v0,10,355,[-1.2  0. ],0,-1.0,False
4985,QLearningCS,MountainCar-v0,10,356,[-1.1987581  0.0012419],0,-1.0,False
4986,QLearningCS,MountainCar-v0,10,357,[-1.1962702  0.0024879],0,-1.0,False
4987,QLearningCS,MountainCar-v0,10,358,[-1.1925281   0.00374203],0,-1.0,False
4988,QLearningCS,MountainCar-v0,10,359,[-1.18752     0.00500816],0,-1.0,False
4989,QLearningCS,MountainCar-v0,10,360,[-1.1812301  0.0062899],1,-1.0,False
4990,QLearningCS,MountainCar-v0,10,361,[-1.1726396  0.0085905],1,-1.0,False
4991,QLearningCS,MountainCar-v0,10,362,[-1.1617241   0.01091555],1,-1.0,False
4992,QLearningCS,MountainCar-v0,10,363,[-1.1484547   0.01326944],0,-1.0,False
4993,QLearningCS,MountainCar-v0,10,364,[-1.1337997   0.01465498],2,-1.0,False
4994,QLearningCS,MountainCar-v0,10,365,[-1.1157286   0.01807108],2,-1.0,False
4995,QLearningCS,MountainCar-v0,10,366,[-1.0942101   0.02151843],2,-1.0,False
4996,QLearningCS,MountainCar-v0,10,367,[-1.0692165   0.02499361],2,-1.0,False
4997,QLearningCS,MountainCar-v0,10,368,[-1.0407283   0.02848815],0,-1.0,False
4998,QLearningCS,MountainCar-v0,10,369,[-1.0107406   0.02998768],0,-1.0,False
4999,QLearningCS,MountainCar-v0,10,370,[-0.97926795  0.03147275],0,-1.0,False
5000,QLearningCS,MountainCar-v0,10,371,[-0.94634694  0.03292101],2,-1.0,False
5001,QLearningCS,MountainCar-v0,10,372,[-0.9100395   0.03630746],1,-1.0,False
5002,QLearningCS,MountainCar-v0,10,373,[-0.87144065  0.03859879],0,-1.0,False
5003,QLearningCS,MountainCar-v0,10,374,[-0.83168143  0.03975925],0,-1.0,False
5004,QLearningCS,MountainCar-v0,10,375,[-0.79092675  0.04075467],0,-1.0,False
5005,QLearningCS,MountainCar-v0,10,376,[-0.7493752   0.04155151],1,-1.0,False
5006,QLearningCS,MountainCar-v0,10,377,[-0.7062569  0.0431183],1,-1.0,False
5007,QLearningCS,MountainCar-v0,10,378,[-0.66183627  0.0444207 ],2,-1.0,False
5008,QLearningCS,MountainCar-v0,10,379,[-0.61540824  0.04642801],2,-1.0,False
5009,QLearningCS,MountainCar-v0,10,380,[-0.5673003   0.04810791],2,-1.0,False
5010,QLearningCS,MountainCar-v0,10,381,[-0.5178656   0.04943474],2,-1.0,False
5011,QLearningCS,MountainCar-v0,10,382,[-0.46747386  0.05039174],1,-1.0,False
5012,QLearningCS,MountainCar-v0,10,383,[-0.41750106  0.04997279],2,-1.0,False
5013,QLearningCS,MountainCar-v0,10,384,[-0.36731064  0.05019042],2,-1.0,False
5014,QLearningCS,MountainCar-v0,10,385,[-0.3172499   0.05006074],2,-1.0,False
5015,QLearningCS,MountainCar-v0,10,386,[-0.26763982  0.04961009],1,-1.0,False
5016,QLearningCS,MountainCar-v0,10,387,[-0.21976624  0.04787357],2,-1.0,False
5017,QLearningCS,MountainCar-v0,10,388,[-0.17286873  0.04689751],2,-1.0,False
5018,QLearningCS,MountainCar-v0,10,389,[-0.1271425   0.04572624],2,-1.0,False
5019,QLearningCS,MountainCar-v0,10,390,[-0.0827366  0.0444059],2,-1.0,False
5020,QLearningCS,MountainCar-v0,10,391,[-0.03975409  0.04298251],2,-1.0,False
5021,QLearningCS,MountainCar-v0,10,392,[0.00174619 0.04150027],2,-1.0,False
5022,QLearningCS,MountainCar-v0,10,393,[0.0417465  0.04000031],1,-1.0,False
5023,QLearningCS,MountainCar-v0,10,394,[0.07926638 0.03751989],1,-1.0,False
5024,QLearningCS,MountainCar-v0,10,395,[0.11435663 0.03509024],1,-1.0,False
5025,QLearningCS,MountainCar-v0,10,396,[0.14709255 0.03273593],1,-1.0,False
5026,QLearningCS,MountainCar-v0,10,397,[0.17756796 0.03047541],1,-1.0,False
5027,QLearningCS,MountainCar-v0,10,398,[0.20588978 0.02832182],1,-1.0,False
5028,QLearningCS,MountainCar-v0,10,399,[0.23217352 0.02628374],1,-1.0,False
5029,QLearningCS,MountainCar-v0,10,400,[0.25653955 0.02436604],1,-1.0,False
5030,QLearningCS,MountainCar-v0,10,401,[0.27911016 0.0225706 ],1,-1.0,False
5031,QLearningCS,MountainCar-v0,10,402,[0.30000713 0.02089698],1,-1.0,False
5032,QLearningCS,MountainCar-v0,10,403,[0.31935015 0.019343  ],1,-1.0,False
5033,QLearningCS,MountainCar-v0,10,404,[0.33725536 0.01790521],1,-1.0,False
5034,QLearningCS,MountainCar-v0,10,405,[0.35383466 0.0165793 ],1,-1.0,False
5035,QLearningCS,MountainCar-v0,10,406,[0.36919504 0.0153604 ],1,-1.0,False
5036,QLearningCS,MountainCar-v0,10,407,[0.38343838 0.01424334],2,-1.0,False
5037,QLearningCS,MountainCar-v0,10,408,[0.39766124 0.01422284],2,-1.0,False
5038,QLearningCS,MountainCar-v0,10,409,[0.41196185 0.01430062],2,-1.0,False
5039,QLearningCS,MountainCar-v0,10,410,[0.42644075 0.01447891],2,-1.0,False
5040,QLearningCS,MountainCar-v0,10,411,[0.44120124 0.0147605 ],2,-1.0,False
5041,QLearningCS,MountainCar-v0,10,412,[0.45635006 0.01514879],2,-1.0,False
5042,QLearningCS,MountainCar-v0,10,413,[0.4719979  0.01564784],2,-1.0,False
5043,QLearningCS,MountainCar-v0,10,414,[0.48826027 0.01626238],1,-1.0,True
5044,QLearningCS,MountainCar-v0,11,0,[-0.47448513  0.        ],0,-1.0,False
5045,QLearningCS,MountainCar-v0,11,1,[-0.47585216 -0.00136702],0,-1.0,False
5046,QLearningCS,MountainCar-v0,11,2,[-0.47857606 -0.0027239 ],0,-1.0,False
5047,QLearningCS,MountainCar-v0,11,3,[-0.4826366  -0.00406054],0,-1.0,False
5048,QLearningCS,MountainCar-v0,11,4,[-0.48800358 -0.00536699],0,-1.0,False
5049,QLearningCS,MountainCar-v0,11,5,[-0.494637   -0.00663344],0,-1.0,False
5050,QLearningCS,MountainCar-v0,11,6,[-0.5024874  -0.00785038],0,-1.0,False
5051,QLearningCS,MountainCar-v0,11,7,[-0.511496   -0.00900861],0,-1.0,False
5052,QLearningCS,MountainCar-v0,11,8,[-0.52159536 -0.01009936],0,-1.0,False
5053,QLearningCS,MountainCar-v0,11,9,[-0.5327098  -0.01111439],0,-1.0,False
5054,QLearningCS,MountainCar-v0,11,10,[-0.5447558  -0.01204606],0,-1.0,False
5055,QLearningCS,MountainCar-v0,11,11,[-0.55764335 -0.01288749],0,-1.0,False
5056,QLearningCS,MountainCar-v0,11,12,[-0.57127595 -0.0136326 ],0,-1.0,False
5057,QLearningCS,MountainCar-v0,11,13,[-0.58555216 -0.01427624],0,-1.0,False
5058,QLearningCS,MountainCar-v0,11,14,[-0.6003664  -0.01481426],2,-1.0,False
5059,QLearningCS,MountainCar-v0,11,15,[-0.61361    -0.01324358],2,-1.0,False
5060,QLearningCS,MountainCar-v0,11,16,[-0.6251867  -0.01157667],2,-1.0,False
5061,QLearningCS,MountainCar-v0,11,17,[-0.63501316 -0.0098265 ],2,-1.0,False
5062,QLearningCS,MountainCar-v0,11,18,[-0.64301956 -0.00800637],2,-1.0,False
5063,QLearningCS,MountainCar-v0,11,19,[-0.6491493  -0.00612975],0,-1.0,False
5064,QLearningCS,MountainCar-v0,11,20,[-0.6553595  -0.00621022],2,-1.0,False
5065,QLearningCS,MountainCar-v0,11,21,[-0.65960705 -0.00424755],2,-1.0,False
5066,QLearningCS,MountainCar-v0,11,22,[-0.6618626  -0.00225556],2,-1.0,False
5067,QLearningCS,MountainCar-v0,11,23,[-6.6211069e-01 -2.4806208e-04],2,-1.0,False
5068,QLearningCS,MountainCar-v0,11,24,[-0.66034955  0.00176114],2,-1.0,False
5069,QLearningCS,MountainCar-v0,11,25,[-0.6565913   0.00375824],2,-1.0,False
5070,QLearningCS,MountainCar-v0,11,26,[-0.65086186  0.00572943],1,-1.0,False
5071,QLearningCS,MountainCar-v0,11,27,[-0.644201    0.00666089],0,-1.0,False
5072,QLearningCS,MountainCar-v0,11,28,[-0.6376552  0.0065458],2,-1.0,False
5073,QLearningCS,MountainCar-v0,11,29,[-0.62927055  0.00838463],2,-1.0,False
5074,QLearningCS,MountainCar-v0,11,30,[-0.61910665  0.01016396],2,-1.0,False
5075,QLearningCS,MountainCar-v0,11,31,[-0.60723615  0.0118705 ],2,-1.0,False
5076,QLearningCS,MountainCar-v0,11,32,[-0.5937449   0.01349122],0,-1.0,False
5077,QLearningCS,MountainCar-v0,11,33,[-0.58073145  0.01301344],0,-1.0,False
5078,QLearningCS,MountainCar-v0,11,34,[-0.5682916   0.01243984],0,-1.0,False
5079,QLearningCS,MountainCar-v0,11,35,[-0.5565176   0.01177404],1,-1.0,False
5080,QLearningCS,MountainCar-v0,11,36,[-0.5444971   0.01202053],1,-1.0,False
5081,QLearningCS,MountainCar-v0,11,37,[-0.5323199   0.01217716],1,-1.0,False
5082,QLearningCS,MountainCar-v0,11,38,[-0.52007735  0.01224256],2,-1.0,False
5083,QLearningCS,MountainCar-v0,11,39,[-0.50686115  0.01321615],1,-1.0,False
5084,QLearningCS,MountainCar-v0,11,40,[-0.4937705   0.01309067],1,-1.0,False
5085,QLearningCS,MountainCar-v0,11,41,[-0.48090324  0.01286726],0,-1.0,False
5086,QLearningCS,MountainCar-v0,11,42,[-0.46935531  0.01154792],0,-1.0,False
5087,QLearningCS,MountainCar-v0,11,43,[-0.45921245  0.01014288],1,-1.0,False
5088,QLearningCS,MountainCar-v0,11,44,[-0.44954947  0.00966298],1,-1.0,False
5089,QLearningCS,MountainCar-v0,11,45,[-0.4404373   0.00911217],1,-1.0,False
5090,QLearningCS,MountainCar-v0,11,46,[-0.43194237  0.00849491],0,-1.0,False
5091,QLearningCS,MountainCar-v0,11,47,[-0.42512625  0.00681612],2,-1.0,False
5092,QLearningCS,MountainCar-v0,11,48,[-0.41803798  0.00708827],2,-1.0,False
5093,QLearningCS,MountainCar-v0,11,49,[-0.41072828  0.00730973],2,-1.0,False
5094,QLearningCS,MountainCar-v0,11,50,[-0.40324897  0.00747928],2,-1.0,False
5095,QLearningCS,MountainCar-v0,11,51,[-0.39565283  0.00759614],2,-1.0,False
5096,QLearningCS,MountainCar-v0,11,52,[-0.3879929   0.00765994],2,-1.0,False
5097,QLearningCS,MountainCar-v0,11,53,[-0.3803222   0.00767072],2,-1.0,False
5098,QLearningCS,MountainCar-v0,11,54,[-0.37269324  0.00762893],2,-1.0,False
5099,QLearningCS,MountainCar-v0,11,55,[-0.36515784  0.0075354 ],2,-1.0,False
5100,QLearningCS,MountainCar-v0,11,56,[-0.3577665   0.00739134],2,-1.0,False
5101,QLearningCS,MountainCar-v0,11,57,[-0.35056823  0.00719827],1,-1.0,False
5102,QLearningCS,MountainCar-v0,11,58,[-0.34461018  0.00595804],2,-1.0,False
5103,QLearningCS,MountainCar-v0,11,59,[-0.338931    0.00567921],2,-1.0,False
5104,QLearningCS,MountainCar-v0,11,60,[-0.33356702  0.00536397],2,-1.0,False
5105,QLearningCS,MountainCar-v0,11,61,[-0.3285523   0.00501469],1,-1.0,False
5106,QLearningCS,MountainCar-v0,11,62,[-0.32491842  0.0036339 ],2,-1.0,False
5107,QLearningCS,MountainCar-v0,11,63,[-0.32168794  0.00323048],1,-1.0,False
5108,QLearningCS,MountainCar-v0,11,64,[-0.31988087  0.00180707],2,-1.0,False
5109,QLearningCS,MountainCar-v0,11,65,[-0.31850833  0.00137253],1,-1.0,False
5110,QLearningCS,MountainCar-v0,11,66,[-3.1857875e-01 -7.0415583e-05],2,-1.0,False
5111,QLearningCS,MountainCar-v0,11,67,[-0.31909168 -0.00051293],0,-1.0,False
5112,QLearningCS,MountainCar-v0,11,68,[-0.322044   -0.00295231],1,-1.0,False
5113,QLearningCS,MountainCar-v0,11,69,[-0.3264175  -0.00437352],2,-1.0,False
5114,QLearningCS,MountainCar-v0,11,70,[-0.33118516 -0.00476763],1,-1.0,False
5115,QLearningCS,MountainCar-v0,11,71,[-0.33731708 -0.00613192],1,-1.0,False
5116,QLearningCS,MountainCar-v0,11,72,[-0.3447745  -0.00745744],0,-1.0,False
5117,QLearningCS,MountainCar-v0,11,73,[-0.3545097 -0.0097352],0,-1.0,False
5118,QLearningCS,MountainCar-v0,11,74,[-0.3664594  -0.01194968],2,-1.0,False
5119,QLearningCS,MountainCar-v0,11,75,[-0.37854445 -0.01208506],0,-1.0,False
5120,QLearningCS,MountainCar-v0,11,76,[-0.3926834  -0.01413895],2,-1.0,False
5121,QLearningCS,MountainCar-v0,11,77,[-0.40677917 -0.01409577],0,-1.0,False
5122,QLearningCS,MountainCar-v0,11,78,[-0.42273325 -0.01595409],0,-1.0,False
5123,QLearningCS,MountainCar-v0,11,79,[-0.44043234 -0.01769909],0,-1.0,False
5124,QLearningCS,MountainCar-v0,11,80,[-0.45974874 -0.01931639],0,-1.0,False
5125,QLearningCS,MountainCar-v0,11,81,[-0.48054108 -0.02079234],0,-1.0,False
5126,QLearningCS,MountainCar-v0,11,82,[-0.50265545 -0.02211438],0,-1.0,False
5127,QLearningCS,MountainCar-v0,11,83,[-0.52592677 -0.02327135],0,-1.0,False
5128,QLearningCS,MountainCar-v0,11,84,[-0.5501807  -0.02425389],0,-1.0,False
5129,QLearningCS,MountainCar-v0,11,85,[-0.5752354  -0.02505473],0,-1.0,False
5130,QLearningCS,MountainCar-v0,11,86,[-0.6009044  -0.02566901],0,-1.0,False
5131,QLearningCS,MountainCar-v0,11,87,[-0.62699884 -0.0260944 ],0,-1.0,False
5132,QLearningCS,MountainCar-v0,11,88,[-0.6533301  -0.02633127],1,-1.0,False
5133,QLearningCS,MountainCar-v0,11,89,[-0.6787128  -0.02538267],0,-1.0,False
5134,QLearningCS,MountainCar-v0,11,90,[-0.7039736  -0.02526085],0,-1.0,False
5135,QLearningCS,MountainCar-v0,11,91,[-0.7289467 -0.0249731],0,-1.0,False
5136,QLearningCS,MountainCar-v0,11,92,[-0.75347525 -0.02452857],0,-1.0,False
5137,QLearningCS,MountainCar-v0,11,93,[-0.7774132  -0.02393794],0,-1.0,False
5138,QLearningCS,MountainCar-v0,11,94,[-0.8006262  -0.02321302],0,-1.0,False
5139,QLearningCS,MountainCar-v0,11,95,[-0.8229926  -0.02236637],0,-1.0,False
5140,QLearningCS,MountainCar-v0,11,96,[-0.8444035  -0.02141088],0,-1.0,False
5141,QLearningCS,MountainCar-v0,11,97,[-0.8647629  -0.02035945],2,-1.0,False
5142,QLearningCS,MountainCar-v0,11,98,[-0.8819876  -0.01722462],0,-1.0,False
5143,QLearningCS,MountainCar-v0,11,99,[-0.898013   -0.01602545],0,-1.0,False
5144,QLearningCS,MountainCar-v0,11,100,[-0.9127847  -0.01477168],0,-1.0,False
5145,QLearningCS,MountainCar-v0,11,101,[-0.92625684 -0.01347219],0,-1.0,False
5146,QLearningCS,MountainCar-v0,11,102,[-0.9383918  -0.01213494],0,-1.0,False
5147,QLearningCS,MountainCar-v0,11,103,[-0.9491587  -0.01076695],0,-1.0,False
5148,QLearningCS,MountainCar-v0,11,104,[-0.95853305 -0.0093743 ],0,-1.0,False
